id,comment_text,argument_text,label
152arg7,"The traditional marriage that is held in such high esteem is a relatively recent construct, perhaps 100 years old.  Prior to that, marriages were planned by two families for financial, political and other reasons.  Little input was allowed from the groom-to-be and no input from the bride-to-be.  This type of marriage is still practiced in several parts of the world.  Women were/are seen as chattel, something to be used in bargaining not unlike a prized cow or a fecund mare.  Is this what those against same-sex marriage really want to bring back?  As to the need for both a male and a female, a father and a mother, to breed and rear children:  where do the hundreds of thousands of single-parent families fit?  As with straight parents, same-sex parents are equally concerned for and participate in the lives of their children.  Multiple studies have shown that children raised by same-sex parents do as well as those from a straight home; sometimes they do even better.  I have a goodly number of friends in committed relationships (two going back over 40 years) who have children;  these kids are brought up in a warm, supportive, loving home.  Each of these kids (aged 6 months to 42 years) is a wonderful person; the older guys and girls are happy, productive, loving members of society in school and at work.  And, to those who might be so concerned:  of the 34 kids that I know (in same-sex homes), 4 are Gay and 2 are lesbians.  That seems to fit within the accepted percentages.  The argument that Gays are mentally disordered is too specious for words.  In the developed world, there is neither a legitimate Medical nor Psychiatric association that would agree with that claim.  The statement from T. Hansen about [t]he accumulated wisdom of 5000 years is germane to nothing.  The social, legal and/or religious definitions of and practices of marriage have varied widely over time.  Each society, each generation has defined the concept of marriage to fit its own needs.  The slippery slope arguments is one of the oldest chestnuts to cause confusion and install fear and doubt.  The cited outcomes of same-sex marriage border on preposterous and inflammatory.  No reasonable person could possibly follow the inane blathering.  Finally, going back to the earliest extant Hebrew Torah, I am absolutely unable to find any text in which God says to Adam and Eve, Okay, first you guys get married and then you be fruitful and multiply.  Okay?",Marriage should be between a man and a woman,2
153arg1,"There is NO scientific proof that there is a God, and the bible has been rewritten and translated so many times how are we to be certain that what is translated today is really what the lord intended?",Gay couples can declare their union without resort to marriage,3
153arg2,"There is NO scientific proof that there is a God, and the bible has been rewritten and translated so many times how are we to be certain that what is translated today is really what the lord intended?",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,3
153arg3,"There is NO scientific proof that there is a God, and the bible has been rewritten and translated so many times how are we to be certain that what is translated today is really what the lord intended?","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",3
153arg4,"There is NO scientific proof that there is a God, and the bible has been rewritten and translated so many times how are we to be certain that what is translated today is really what the lord intended?",It is discriminatory to refuse gay couples the right to marry,3
153arg5,"There is NO scientific proof that there is a God, and the bible has been rewritten and translated so many times how are we to be certain that what is translated today is really what the lord intended?",Major world religions are against gay marriages,2
153arg6,"There is NO scientific proof that there is a God, and the bible has been rewritten and translated so many times how are we to be certain that what is translated today is really what the lord intended?","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",3
153arg7,"There is NO scientific proof that there is a God, and the bible has been rewritten and translated so many times how are we to be certain that what is translated today is really what the lord intended?",Marriage should be between a man and a woman,3
154arg1,"There is no valid reason to deny homosexual's the right to marry. Personal opinion is not a valid reason. The Bible is not a valid reason.  Whether you believe the Bible, or any other religous tome, our Constitution says that you cannot make your religious views into law. It also gives equal rights.  As the Supreme Court ruled so many decades ago   - Separate but equal is NOT equal.",Gay couples can declare their union without resort to marriage,3
154arg2,"There is no valid reason to deny homosexual's the right to marry. Personal opinion is not a valid reason. The Bible is not a valid reason.  Whether you believe the Bible, or any other religous tome, our Constitution says that you cannot make your religious views into law. It also gives equal rights.  As the Supreme Court ruled so many decades ago   - Separate but equal is NOT equal.",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,3
154arg3,"There is no valid reason to deny homosexual's the right to marry. Personal opinion is not a valid reason. The Bible is not a valid reason.  Whether you believe the Bible, or any other religous tome, our Constitution says that you cannot make your religious views into law. It also gives equal rights.  As the Supreme Court ruled so many decades ago   - Separate but equal is NOT equal.","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",3
154arg4,"There is no valid reason to deny homosexual's the right to marry. Personal opinion is not a valid reason. The Bible is not a valid reason.  Whether you believe the Bible, or any other religous tome, our Constitution says that you cannot make your religious views into law. It also gives equal rights.  As the Supreme Court ruled so many decades ago   - Separate but equal is NOT equal.",It is discriminatory to refuse gay couples the right to marry,5
154arg5,"There is no valid reason to deny homosexual's the right to marry. Personal opinion is not a valid reason. The Bible is not a valid reason.  Whether you believe the Bible, or any other religous tome, our Constitution says that you cannot make your religious views into law. It also gives equal rights.  As the Supreme Court ruled so many decades ago   - Separate but equal is NOT equal.",Major world religions are against gay marriages,1
154arg6,"There is no valid reason to deny homosexual's the right to marry. Personal opinion is not a valid reason. The Bible is not a valid reason.  Whether you believe the Bible, or any other religous tome, our Constitution says that you cannot make your religious views into law. It also gives equal rights.  As the Supreme Court ruled so many decades ago   - Separate but equal is NOT equal.","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",3
154arg7,"There is no valid reason to deny homosexual's the right to marry. Personal opinion is not a valid reason. The Bible is not a valid reason.  Whether you believe the Bible, or any other religous tome, our Constitution says that you cannot make your religious views into law. It also gives equal rights.  As the Supreme Court ruled so many decades ago   - Separate but equal is NOT equal.",Marriage should be between a man and a woman,3
155arg1,"There isn't a lot of evidence to support the cons opinions. It's mostly just a collaboration of it's wrong., it's not natural. and the Bible says so. If those people spent half as much time arguing something that doesn't affect them into something useful, the world would be a much better place. If your God created these homosexual people, then why did he make them so wrong? Marriage is a LEGAL contract that everyone should have a right to. And if you don't believe that then you simply can't call yourself an American.",Gay couples can declare their union without resort to marriage,3
155arg2,"There isn't a lot of evidence to support the cons opinions. It's mostly just a collaboration of it's wrong., it's not natural. and the Bible says so. If those people spent half as much time arguing something that doesn't affect them into something useful, the world would be a much better place. If your God created these homosexual people, then why did he make them so wrong? Marriage is a LEGAL contract that everyone should have a right to. And if you don't believe that then you simply can't call yourself an American.",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,3
155arg3,"There isn't a lot of evidence to support the cons opinions. It's mostly just a collaboration of it's wrong., it's not natural. and the Bible says so. If those people spent half as much time arguing something that doesn't affect them into something useful, the world would be a much better place. If your God created these homosexual people, then why did he make them so wrong? Marriage is a LEGAL contract that everyone should have a right to. And if you don't believe that then you simply can't call yourself an American.","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",3
155arg4,"There isn't a lot of evidence to support the cons opinions. It's mostly just a collaboration of it's wrong., it's not natural. and the Bible says so. If those people spent half as much time arguing something that doesn't affect them into something useful, the world would be a much better place. If your God created these homosexual people, then why did he make them so wrong? Marriage is a LEGAL contract that everyone should have a right to. And if you don't believe that then you simply can't call yourself an American.",It is discriminatory to refuse gay couples the right to marry,5
155arg5,"There isn't a lot of evidence to support the cons opinions. It's mostly just a collaboration of it's wrong., it's not natural. and the Bible says so. If those people spent half as much time arguing something that doesn't affect them into something useful, the world would be a much better place. If your God created these homosexual people, then why did he make them so wrong? Marriage is a LEGAL contract that everyone should have a right to. And if you don't believe that then you simply can't call yourself an American.",Major world religions are against gay marriages,3
155arg6,"There isn't a lot of evidence to support the cons opinions. It's mostly just a collaboration of it's wrong., it's not natural. and the Bible says so. If those people spent half as much time arguing something that doesn't affect them into something useful, the world would be a much better place. If your God created these homosexual people, then why did he make them so wrong? Marriage is a LEGAL contract that everyone should have a right to. And if you don't believe that then you simply can't call yourself an American.","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",3
155arg7,"There isn't a lot of evidence to support the cons opinions. It's mostly just a collaboration of it's wrong., it's not natural. and the Bible says so. If those people spent half as much time arguing something that doesn't affect them into something useful, the world would be a much better place. If your God created these homosexual people, then why did he make them so wrong? Marriage is a LEGAL contract that everyone should have a right to. And if you don't believe that then you simply can't call yourself an American.",Marriage should be between a man and a woman,1
156arg1,There isnt anything wrong with being gay it isnt a choice its what you truly are noyone will force anyone to be gay. Most of the time people become gay due to rape or bullying which is something that needs to stop bullying is a big controversial issue in this state. Same sex marriage should be legalized everyone has the right to marry who they love. For example if u were straight and you could never marry your lover wouldnt that bother you too you would do the exactly same thing the other gay protestants are doing. If gay mariages are legal all over the world there will always be love and peace too go around maybe less crime all gays are trying to show you can marry anyone you love man or woman. This might interfere with the constitutional rights but the constitution does say that all the people have rights and liberty. Which means that same sex marriage can be legal and should be due to the process of law. Gay marriages will be legal it will make a change in this world its just the peoples choice to accept this change.,Gay couples can declare their union without resort to marriage,3
156arg2,There isnt anything wrong with being gay it isnt a choice its what you truly are noyone will force anyone to be gay. Most of the time people become gay due to rape or bullying which is something that needs to stop bullying is a big controversial issue in this state. Same sex marriage should be legalized everyone has the right to marry who they love. For example if u were straight and you could never marry your lover wouldnt that bother you too you would do the exactly same thing the other gay protestants are doing. If gay mariages are legal all over the world there will always be love and peace too go around maybe less crime all gays are trying to show you can marry anyone you love man or woman. This might interfere with the constitutional rights but the constitution does say that all the people have rights and liberty. Which means that same sex marriage can be legal and should be due to the process of law. Gay marriages will be legal it will make a change in this world its just the peoples choice to accept this change.,Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,3
156arg3,There isnt anything wrong with being gay it isnt a choice its what you truly are noyone will force anyone to be gay. Most of the time people become gay due to rape or bullying which is something that needs to stop bullying is a big controversial issue in this state. Same sex marriage should be legalized everyone has the right to marry who they love. For example if u were straight and you could never marry your lover wouldnt that bother you too you would do the exactly same thing the other gay protestants are doing. If gay mariages are legal all over the world there will always be love and peace too go around maybe less crime all gays are trying to show you can marry anyone you love man or woman. This might interfere with the constitutional rights but the constitution does say that all the people have rights and liberty. Which means that same sex marriage can be legal and should be due to the process of law. Gay marriages will be legal it will make a change in this world its just the peoples choice to accept this change.,"Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",3
156arg4,There isnt anything wrong with being gay it isnt a choice its what you truly are noyone will force anyone to be gay. Most of the time people become gay due to rape or bullying which is something that needs to stop bullying is a big controversial issue in this state. Same sex marriage should be legalized everyone has the right to marry who they love. For example if u were straight and you could never marry your lover wouldnt that bother you too you would do the exactly same thing the other gay protestants are doing. If gay mariages are legal all over the world there will always be love and peace too go around maybe less crime all gays are trying to show you can marry anyone you love man or woman. This might interfere with the constitutional rights but the constitution does say that all the people have rights and liberty. Which means that same sex marriage can be legal and should be due to the process of law. Gay marriages will be legal it will make a change in this world its just the peoples choice to accept this change.,It is discriminatory to refuse gay couples the right to marry,5
156arg5,There isnt anything wrong with being gay it isnt a choice its what you truly are noyone will force anyone to be gay. Most of the time people become gay due to rape or bullying which is something that needs to stop bullying is a big controversial issue in this state. Same sex marriage should be legalized everyone has the right to marry who they love. For example if u were straight and you could never marry your lover wouldnt that bother you too you would do the exactly same thing the other gay protestants are doing. If gay mariages are legal all over the world there will always be love and peace too go around maybe less crime all gays are trying to show you can marry anyone you love man or woman. This might interfere with the constitutional rights but the constitution does say that all the people have rights and liberty. Which means that same sex marriage can be legal and should be due to the process of law. Gay marriages will be legal it will make a change in this world its just the peoples choice to accept this change.,Major world religions are against gay marriages,3
156arg6,There isnt anything wrong with being gay it isnt a choice its what you truly are noyone will force anyone to be gay. Most of the time people become gay due to rape or bullying which is something that needs to stop bullying is a big controversial issue in this state. Same sex marriage should be legalized everyone has the right to marry who they love. For example if u were straight and you could never marry your lover wouldnt that bother you too you would do the exactly same thing the other gay protestants are doing. If gay mariages are legal all over the world there will always be love and peace too go around maybe less crime all gays are trying to show you can marry anyone you love man or woman. This might interfere with the constitutional rights but the constitution does say that all the people have rights and liberty. Which means that same sex marriage can be legal and should be due to the process of law. Gay marriages will be legal it will make a change in this world its just the peoples choice to accept this change.,"Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",3
156arg7,There isnt anything wrong with being gay it isnt a choice its what you truly are noyone will force anyone to be gay. Most of the time people become gay due to rape or bullying which is something that needs to stop bullying is a big controversial issue in this state. Same sex marriage should be legalized everyone has the right to marry who they love. For example if u were straight and you could never marry your lover wouldnt that bother you too you would do the exactly same thing the other gay protestants are doing. If gay mariages are legal all over the world there will always be love and peace too go around maybe less crime all gays are trying to show you can marry anyone you love man or woman. This might interfere with the constitutional rights but the constitution does say that all the people have rights and liberty. Which means that same sex marriage can be legal and should be due to the process of law. Gay marriages will be legal it will make a change in this world its just the peoples choice to accept this change.,Marriage should be between a man and a woman,1
157arg1,"There should not be an argument over whether or not gay marriage should be legal. Whether you are gay, straight, lesbian, bisexual, transexual, or anything else, you are a human being. According to the United States Declaration of Independence, all men are created equal and citizens of the United States are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness. If all are created equal, then everyone should have the right to marry who they love. Marriage is part of the pursuit of happiness for many people, and if a gay person wants to get married, they should be able to. There are no legal reasons why two homosexual people should not be allowed to marry, only religious ones (that I know of: if I'm wrong, please tell me! I actually want to know!) and there is supposed to be a separation of church and state in our country. *I know that the Declaration quote is overused x1000, but it's 100% true.",Gay couples can declare their union without resort to marriage,3
157arg2,"There should not be an argument over whether or not gay marriage should be legal. Whether you are gay, straight, lesbian, bisexual, transexual, or anything else, you are a human being. According to the United States Declaration of Independence, all men are created equal and citizens of the United States are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness. If all are created equal, then everyone should have the right to marry who they love. Marriage is part of the pursuit of happiness for many people, and if a gay person wants to get married, they should be able to. There are no legal reasons why two homosexual people should not be allowed to marry, only religious ones (that I know of: if I'm wrong, please tell me! I actually want to know!) and there is supposed to be a separation of church and state in our country. *I know that the Declaration quote is overused x1000, but it's 100% true.",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,3
157arg3,"There should not be an argument over whether or not gay marriage should be legal. Whether you are gay, straight, lesbian, bisexual, transexual, or anything else, you are a human being. According to the United States Declaration of Independence, all men are created equal and citizens of the United States are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness. If all are created equal, then everyone should have the right to marry who they love. Marriage is part of the pursuit of happiness for many people, and if a gay person wants to get married, they should be able to. There are no legal reasons why two homosexual people should not be allowed to marry, only religious ones (that I know of: if I'm wrong, please tell me! I actually want to know!) and there is supposed to be a separation of church and state in our country. *I know that the Declaration quote is overused x1000, but it's 100% true.","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",3
157arg4,"There should not be an argument over whether or not gay marriage should be legal. Whether you are gay, straight, lesbian, bisexual, transexual, or anything else, you are a human being. According to the United States Declaration of Independence, all men are created equal and citizens of the United States are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness. If all are created equal, then everyone should have the right to marry who they love. Marriage is part of the pursuit of happiness for many people, and if a gay person wants to get married, they should be able to. There are no legal reasons why two homosexual people should not be allowed to marry, only religious ones (that I know of: if I'm wrong, please tell me! I actually want to know!) and there is supposed to be a separation of church and state in our country. *I know that the Declaration quote is overused x1000, but it's 100% true.",It is discriminatory to refuse gay couples the right to marry,5
157arg5,"There should not be an argument over whether or not gay marriage should be legal. Whether you are gay, straight, lesbian, bisexual, transexual, or anything else, you are a human being. According to the United States Declaration of Independence, all men are created equal and citizens of the United States are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness. If all are created equal, then everyone should have the right to marry who they love. Marriage is part of the pursuit of happiness for many people, and if a gay person wants to get married, they should be able to. There are no legal reasons why two homosexual people should not be allowed to marry, only religious ones (that I know of: if I'm wrong, please tell me! I actually want to know!) and there is supposed to be a separation of church and state in our country. *I know that the Declaration quote is overused x1000, but it's 100% true.",Major world religions are against gay marriages,1
157arg6,"There should not be an argument over whether or not gay marriage should be legal. Whether you are gay, straight, lesbian, bisexual, transexual, or anything else, you are a human being. According to the United States Declaration of Independence, all men are created equal and citizens of the United States are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness. If all are created equal, then everyone should have the right to marry who they love. Marriage is part of the pursuit of happiness for many people, and if a gay person wants to get married, they should be able to. There are no legal reasons why two homosexual people should not be allowed to marry, only religious ones (that I know of: if I'm wrong, please tell me! I actually want to know!) and there is supposed to be a separation of church and state in our country. *I know that the Declaration quote is overused x1000, but it's 100% true.","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",3
157arg7,"There should not be an argument over whether or not gay marriage should be legal. Whether you are gay, straight, lesbian, bisexual, transexual, or anything else, you are a human being. According to the United States Declaration of Independence, all men are created equal and citizens of the United States are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness. If all are created equal, then everyone should have the right to marry who they love. Marriage is part of the pursuit of happiness for many people, and if a gay person wants to get married, they should be able to. There are no legal reasons why two homosexual people should not be allowed to marry, only religious ones (that I know of: if I'm wrong, please tell me! I actually want to know!) and there is supposed to be a separation of church and state in our country. *I know that the Declaration quote is overused x1000, but it's 100% true.",Marriage should be between a man and a woman,1
158arg1,"These are boys and girls that have been planning weddings since they were kids. These are boys and girls who have already been tortured in the hallways of schools. These are the boys and girls who ate their lunch at a table by themselves. These are the boys and girls who have wondered why they're even living. These are the boys and girls who have struggled with identity the most. These are boys and girls who's religious family/friends have turned them down and hated them. These are boys and girls who have had to hide who they really are from society. These are boys and girls who have to stop being in love as soon as they walk out the door. The least we can do is let them marry.  I can't help but notice that all the arguments on the CON side, are religious or say that it's wrong because they can't reproduce.  Well, news flash, my friends; these people obviously don't believe in the bible, and, chances are, aren't going to.  And what about infertile couples? Besides, marriage isn't about kids. There are so many couples that end up not having kids.",Gay couples can declare their union without resort to marriage,3
158arg2,"These are boys and girls that have been planning weddings since they were kids. These are boys and girls who have already been tortured in the hallways of schools. These are the boys and girls who ate their lunch at a table by themselves. These are the boys and girls who have wondered why they're even living. These are the boys and girls who have struggled with identity the most. These are boys and girls who's religious family/friends have turned them down and hated them. These are boys and girls who have had to hide who they really are from society. These are boys and girls who have to stop being in love as soon as they walk out the door. The least we can do is let them marry.  I can't help but notice that all the arguments on the CON side, are religious or say that it's wrong because they can't reproduce.  Well, news flash, my friends; these people obviously don't believe in the bible, and, chances are, aren't going to.  And what about infertile couples? Besides, marriage isn't about kids. There are so many couples that end up not having kids.",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,3
158arg3,"These are boys and girls that have been planning weddings since they were kids. These are boys and girls who have already been tortured in the hallways of schools. These are the boys and girls who ate their lunch at a table by themselves. These are the boys and girls who have wondered why they're even living. These are the boys and girls who have struggled with identity the most. These are boys and girls who's religious family/friends have turned them down and hated them. These are boys and girls who have had to hide who they really are from society. These are boys and girls who have to stop being in love as soon as they walk out the door. The least we can do is let them marry.  I can't help but notice that all the arguments on the CON side, are religious or say that it's wrong because they can't reproduce.  Well, news flash, my friends; these people obviously don't believe in the bible, and, chances are, aren't going to.  And what about infertile couples? Besides, marriage isn't about kids. There are so many couples that end up not having kids.","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",3
158arg4,"These are boys and girls that have been planning weddings since they were kids. These are boys and girls who have already been tortured in the hallways of schools. These are the boys and girls who ate their lunch at a table by themselves. These are the boys and girls who have wondered why they're even living. These are the boys and girls who have struggled with identity the most. These are boys and girls who's religious family/friends have turned them down and hated them. These are boys and girls who have had to hide who they really are from society. These are boys and girls who have to stop being in love as soon as they walk out the door. The least we can do is let them marry.  I can't help but notice that all the arguments on the CON side, are religious or say that it's wrong because they can't reproduce.  Well, news flash, my friends; these people obviously don't believe in the bible, and, chances are, aren't going to.  And what about infertile couples? Besides, marriage isn't about kids. There are so many couples that end up not having kids.",It is discriminatory to refuse gay couples the right to marry,4
158arg5,"These are boys and girls that have been planning weddings since they were kids. These are boys and girls who have already been tortured in the hallways of schools. These are the boys and girls who ate their lunch at a table by themselves. These are the boys and girls who have wondered why they're even living. These are the boys and girls who have struggled with identity the most. These are boys and girls who's religious family/friends have turned them down and hated them. These are boys and girls who have had to hide who they really are from society. These are boys and girls who have to stop being in love as soon as they walk out the door. The least we can do is let them marry.  I can't help but notice that all the arguments on the CON side, are religious or say that it's wrong because they can't reproduce.  Well, news flash, my friends; these people obviously don't believe in the bible, and, chances are, aren't going to.  And what about infertile couples? Besides, marriage isn't about kids. There are so many couples that end up not having kids.",Major world religions are against gay marriages,1
158arg6,"These are boys and girls that have been planning weddings since they were kids. These are boys and girls who have already been tortured in the hallways of schools. These are the boys and girls who ate their lunch at a table by themselves. These are the boys and girls who have wondered why they're even living. These are the boys and girls who have struggled with identity the most. These are boys and girls who's religious family/friends have turned them down and hated them. These are boys and girls who have had to hide who they really are from society. These are boys and girls who have to stop being in love as soon as they walk out the door. The least we can do is let them marry.  I can't help but notice that all the arguments on the CON side, are religious or say that it's wrong because they can't reproduce.  Well, news flash, my friends; these people obviously don't believe in the bible, and, chances are, aren't going to.  And what about infertile couples? Besides, marriage isn't about kids. There are so many couples that end up not having kids.","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",5
158arg7,"These are boys and girls that have been planning weddings since they were kids. These are boys and girls who have already been tortured in the hallways of schools. These are the boys and girls who ate their lunch at a table by themselves. These are the boys and girls who have wondered why they're even living. These are the boys and girls who have struggled with identity the most. These are boys and girls who's religious family/friends have turned them down and hated them. These are boys and girls who have had to hide who they really are from society. These are boys and girls who have to stop being in love as soon as they walk out the door. The least we can do is let them marry.  I can't help but notice that all the arguments on the CON side, are religious or say that it's wrong because they can't reproduce.  Well, news flash, my friends; these people obviously don't believe in the bible, and, chances are, aren't going to.  And what about infertile couples? Besides, marriage isn't about kids. There are so many couples that end up not having kids.",Marriage should be between a man and a woman,2
159arg1,"This isn't a question of shaking a finger at the Anti gay Christian community and saying they're not entitled to their beliefs, as they so often think. If one wants to take the bible as literal and believe that homosexuality is wrong, then that is their own personal right. What is NOT their right is using their religion and beliefs in order to back a political stand preventing two people from being recognized by their government as a married couple. I hate to be a cliche, but I've yet to hear a good rebuttle for this argument, but there are so many things in the bible that, if practiced today, would seem horrifying and wrong in a modern society. What gives Christians their own divine right to differentiate between what is still acceptable and what is not? You either believe in the Bible and all of its words, or you accept and understand that modernization is natural. It is NOT giving up on your orginal beliefs and morals, nor is it denying your love for God.  Knowing myself as a spiritual person who believes in God, and above all in love, I find it sickening to use ones beliefs to back up your own hate.",Gay couples can declare their union without resort to marriage,3
159arg2,"This isn't a question of shaking a finger at the Anti gay Christian community and saying they're not entitled to their beliefs, as they so often think. If one wants to take the bible as literal and believe that homosexuality is wrong, then that is their own personal right. What is NOT their right is using their religion and beliefs in order to back a political stand preventing two people from being recognized by their government as a married couple. I hate to be a cliche, but I've yet to hear a good rebuttle for this argument, but there are so many things in the bible that, if practiced today, would seem horrifying and wrong in a modern society. What gives Christians their own divine right to differentiate between what is still acceptable and what is not? You either believe in the Bible and all of its words, or you accept and understand that modernization is natural. It is NOT giving up on your orginal beliefs and morals, nor is it denying your love for God.  Knowing myself as a spiritual person who believes in God, and above all in love, I find it sickening to use ones beliefs to back up your own hate.",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,3
159arg3,"This isn't a question of shaking a finger at the Anti gay Christian community and saying they're not entitled to their beliefs, as they so often think. If one wants to take the bible as literal and believe that homosexuality is wrong, then that is their own personal right. What is NOT their right is using their religion and beliefs in order to back a political stand preventing two people from being recognized by their government as a married couple. I hate to be a cliche, but I've yet to hear a good rebuttle for this argument, but there are so many things in the bible that, if practiced today, would seem horrifying and wrong in a modern society. What gives Christians their own divine right to differentiate between what is still acceptable and what is not? You either believe in the Bible and all of its words, or you accept and understand that modernization is natural. It is NOT giving up on your orginal beliefs and morals, nor is it denying your love for God.  Knowing myself as a spiritual person who believes in God, and above all in love, I find it sickening to use ones beliefs to back up your own hate.","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",3
159arg4,"This isn't a question of shaking a finger at the Anti gay Christian community and saying they're not entitled to their beliefs, as they so often think. If one wants to take the bible as literal and believe that homosexuality is wrong, then that is their own personal right. What is NOT their right is using their religion and beliefs in order to back a political stand preventing two people from being recognized by their government as a married couple. I hate to be a cliche, but I've yet to hear a good rebuttle for this argument, but there are so many things in the bible that, if practiced today, would seem horrifying and wrong in a modern society. What gives Christians their own divine right to differentiate between what is still acceptable and what is not? You either believe in the Bible and all of its words, or you accept and understand that modernization is natural. It is NOT giving up on your orginal beliefs and morals, nor is it denying your love for God.  Knowing myself as a spiritual person who believes in God, and above all in love, I find it sickening to use ones beliefs to back up your own hate.",It is discriminatory to refuse gay couples the right to marry,3
159arg5,"This isn't a question of shaking a finger at the Anti gay Christian community and saying they're not entitled to their beliefs, as they so often think. If one wants to take the bible as literal and believe that homosexuality is wrong, then that is their own personal right. What is NOT their right is using their religion and beliefs in order to back a political stand preventing two people from being recognized by their government as a married couple. I hate to be a cliche, but I've yet to hear a good rebuttle for this argument, but there are so many things in the bible that, if practiced today, would seem horrifying and wrong in a modern society. What gives Christians their own divine right to differentiate between what is still acceptable and what is not? You either believe in the Bible and all of its words, or you accept and understand that modernization is natural. It is NOT giving up on your orginal beliefs and morals, nor is it denying your love for God.  Knowing myself as a spiritual person who believes in God, and above all in love, I find it sickening to use ones beliefs to back up your own hate.",Major world religions are against gay marriages,3
159arg6,"This isn't a question of shaking a finger at the Anti gay Christian community and saying they're not entitled to their beliefs, as they so often think. If one wants to take the bible as literal and believe that homosexuality is wrong, then that is their own personal right. What is NOT their right is using their religion and beliefs in order to back a political stand preventing two people from being recognized by their government as a married couple. I hate to be a cliche, but I've yet to hear a good rebuttle for this argument, but there are so many things in the bible that, if practiced today, would seem horrifying and wrong in a modern society. What gives Christians their own divine right to differentiate between what is still acceptable and what is not? You either believe in the Bible and all of its words, or you accept and understand that modernization is natural. It is NOT giving up on your orginal beliefs and morals, nor is it denying your love for God.  Knowing myself as a spiritual person who believes in God, and above all in love, I find it sickening to use ones beliefs to back up your own hate.","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",3
159arg7,"This isn't a question of shaking a finger at the Anti gay Christian community and saying they're not entitled to their beliefs, as they so often think. If one wants to take the bible as literal and believe that homosexuality is wrong, then that is their own personal right. What is NOT their right is using their religion and beliefs in order to back a political stand preventing two people from being recognized by their government as a married couple. I hate to be a cliche, but I've yet to hear a good rebuttle for this argument, but there are so many things in the bible that, if practiced today, would seem horrifying and wrong in a modern society. What gives Christians their own divine right to differentiate between what is still acceptable and what is not? You either believe in the Bible and all of its words, or you accept and understand that modernization is natural. It is NOT giving up on your orginal beliefs and morals, nor is it denying your love for God.  Knowing myself as a spiritual person who believes in God, and above all in love, I find it sickening to use ones beliefs to back up your own hate.",Marriage should be between a man and a woman,3
15arg1,"California voters have twice affirmed the self-evident fact that marriage is only for one man and one woman when they approved Proposition 22 in 2000 and Proposition 8 in 2008. But in the end, the truth isn't based on votes or opinion polls or mere feelings. When it comes to real marriage, human physiology clearly shows that a man and a woman are physically designed to fit together. Science continues to show that there is no gay gene therefore no special rights or laws are justified for those who engage in homosexual behavior. And study after study continues to affirm that the best environment for a child to be raised is with a married father and mother living under the same roof. Government schools and the entertainment media have done a powerful job of teaching moral relativism ad nauseam, while avoiding the teaching of real science and biology on this matter. And with no rigorous critical thinking taught in public schools, it's not surprising that the younger generation is confused about sexual absolutes and numb to societal consequences. The truth has always been, and will always remain, no matter what any law says, that if you don't have one man and one woman, you don't have real marriage.",Gay couples can declare their union without resort to marriage,3
